batch_id,batch_date,component_id,serial,socket,hour,leakage_nA,vth_V,rds_on_mOhm,gate_leak_nA
LOT-2605,2026-08-31,C-047,SN260500303,F7,168,40.05,2.9311,212.23,3.117
LOT-2605,2026-08-31,C-048,SN260500304,F8,0,31.97,2.9198,210.4,2.376
LOT-2605,2026-08-31,C-048,SN260500304,F8,24,35.59,2.9094,211.53,2.31
LOT-2605,2026-08-31,C-048,SN260500304,F8,96,38.52,2.9035,213.67,2.244
LOT-2605,2026-08-31,C-048,SN260500304,F8,168,41.29,2.9129,213.99,2.26
LOT-2605,2026-08-31,C-049,SN260500305,G1,0,48.2,2.9374,208.8,1.848
LOT-2605,2026-08-31,C-049,SN260500305,G1,24,52.36,2.9235,209.58,2.065
LOT-2605,2026-08-31,C-049,SN260500305,G1,96,58.23,2.9058,211.25,2.222
LOT-2605,2026-08-31,C-049,SN260500305,G1,168,64.56,2.9089,211.66,2.231
LOT-2605,2026-08-31,C-050,SN260500306,G2,0,65.98,2.9534,209.67,2.274
LOT-2605,2026-08-31,C-050,SN260500306,G2,24,74.91,2.9448,211.04,2.241
LOT-2605,2026-08-31,C-050,SN260500306,G2,96,83.17,2.932,212.8,2.222
LOT-2605,2026-08-31,C-050,SN260500306,G2,168,88.06,2.9202,214.11,2.444
LOT-2605,2026-08-31,C-051,SN260500307,G3,0,54.3,3.0425,209.28,2.049
LOT-2605,2026-08-31,C-051,SN260500307,G3,24,56.11,3.0245,210.43,2.218
LOT-2605,2026-08-31,C-051,SN260500307,G3,96,58.5,3.0038,210.46,2.546
LOT-2605,2026-08-31,C-051,SN260500307,G3,168,59.45,2.9927,210.96,2.747
LOT-2605,2026-08-31,C-052,SN260500308,G4,0,45.2,3.0805,205.68,2.725
LOT-2605,2026-08-31,C-052,SN260500308,G4,24,48.91,3.0738,206.7,2.623
LOT-2605,2026-08-31,C-052,SN260500308,G4,96,55.41,3.0631,206.04,2.553
LOT-2605,2026-08-31,C-052,SN260500308,G4,168,59.97,3.0526,207.46,2.621
LOT-2605,2026-08-31,C-053,SN260500309,G5,0,41.13,3.0022,209.55,2.354
LOT-2605,2026-08-31,C-053,SN260500309,G5,24,42.3,2.9903,211.19,2.363
LOT-2605,2026-08-31,C-053,SN260500309,G5,96,47.03,2.9397,215.39,2.788
LOT-2605,2026-08-31,C-053,SN260500309,G5,168,50.57,2.9244,218.39,2.841
LOT-2605,2026-08-31,C-054,SN260500310,G6,0,35.01,2.9355,200.82,2.167
LOT-2605,2026-08-31,C-054,SN260500310,G6,24,36.97,2.9308,201.46,2.337
LOT-2605,2026-08-31,C-054,SN260500310,G6,96,39.77,2.9272,203.27,2.431
LOT-2605,2026-08-31,C-054,SN260500310,G6,168,40.16,2.9247,204.06,2.54
LOT-2605,2026-08-31,C-055,SN260500311,G7,0,65.08,2.941,204.45,2.088
LOT-2605,2026-08-31,C-055,SN260500311,G7,24,69.49,2.9208,204.97,2.397
LOT-2605,2026-08-31,C-055,SN260500311,G7,96,74.38,2.8996,205.63,2.479
LOT-2605,2026-08-31,C-055,SN260500311,G7,168,76.94,2.8895,206.41,2.464
LOT-2605,2026-08-31,C-056,SN260500312,G8,0,42.01,3.8797,200.95,2.152
LOT-2605,2026-08-31,C-056,SN260500312,G8,24,45.91,3.9201,202.47,2.174
LOT-2605,2026-08-31,C-056,SN260500312,G8,96,46.84,3.9792,204.36,2.271
LOT-2605,2026-08-31,C-056,SN260500312,G8,168,47.42,4.0253,205.04,2.26
LOT-2605,2026-08-31,C-057,SN260500313,H1,0,52.22,2.9835,201.53,2.46
LOT-2605,2026-08-31,C-057,SN260500313,H1,24,54.47,2.9739,202.91,2.461
LOT-2605,2026-08-31,C-057,SN260500313,H1,96,58.99,2.9657,203.86,2.587
LOT-2605,2026-08-31,C-057,SN260500313,H1,168,60.13,2.9561,204.32,2.553
LOT-2605,2026-08-31,C-058,SN260500314,H2,0,40.07,3.0068,200.11,2.3
LOT-2605,2026-08-31,C-058,SN260500314,H2,24,42.9,3.0012,200.83,2.584
LOT-2605,2026-08-31,C-058,SN260500314,H2,96,46.13,2.9968,201.63,2.704
LOT-2605,2026-08-31,C-058,SN260500314,H2,168,49.61,2.9915,200.83,2.922
LOT-2605,2026-08-31,C-059,SN260500315,H3,0,40.19,2.9255,207.07,2.499
LOT-2605,2026-08-31,C-059,SN260500315,H3,24,42.07,2.9219,207.04,2.65
LOT-2605,2026-08-31,C-059,SN260500315,H3,96,41.8,2.8833,207.03,2.541
LOT-2605,2026-08-31,C-059,SN260500315,H3,168,45.13,2.8687,206.65,2.481
LOT-2605,2026-08-31,C-060,SN260500316,H4,0,24.37,2.8841,207.69,1.919
LOT-2605,2026-08-31,C-060,SN260500316,H4,24,25.5,2.8725,208.25,2.011
LOT-2605,2026-08-31,C-060,SN260500316,H4,96,28.34,2.8619,209.6,2.206
LOT-2605,2026-08-31,C-060,SN260500316,H4,168,30.08,2.8588,210.8,2.149
LOT-2605,2026-08-31,C-061,SN260500317,H5,0,38.28,3.049,198.14,2.529
LOT-2605,2026-08-31,C-061,SN260500317,H5,24,42.43,3.0336,199.72,2.509
LOT-2605,2026-08-31,C-061,SN260500317,H5,96,48.33,3.0246,201.4,2.717
LOT-2605,2026-08-31,C-061,SN260500317,H5,168,50.98,3.0211,202.78,2.67
LOT-2605,2026-08-31,C-062,SN260500318,H6,0,47.47,2.9916,203.55,2.99
LOT-2605,2026-08-31,C-062,SN260500318,H6,24,47.16,2.9763,204.09,3.307
LOT-2605,2026-08-31,C-062,SN260500318,H6,96,48.54,2.9587,204.89,3.645
LOT-2605,2026-08-31,C-062,SN260500318,H6,168,50.02,2.9406,205.26,3.516
LOT-2605,2026-08-31,C-063,SN260500319,H7,0,42.41,3.041,201.99,2.084
LOT-2605,2026-08-31,C-063,SN260500319,H7,24,41.37,3.0279,202.52,2.275
LOT-2605,2026-08-31,C-063,SN260500319,H7,96,43.27,3.0162,202.88,2.201
LOT-2605,2026-08-31,C-063,SN260500319,H7,168,42.64,3.012,204.06,2.184
LOT-2605,2026-08-31,C-064,SN260500320,H8,0,39.95,2.9699,203.49,2.093
LOT-2605,2026-08-31,C-064,SN260500320,H8,24,42.29,2.9524,205.67,2.018
LOT-2605,2026-08-31,C-064,SN260500320,H8,96,45.3,2.9347,207.35,2.153
LOT-2605,2026-08-31,C-064,SN260500320,H8,168,48.33,2.9224,208.73,2.154
LOT-2606,2026-09-21,C-001,SN260600321,A1,0,22.46,3.0869,194.07,1.638
LOT-2606,2026-09-21,C-001,SN260600321,A1,24,23.05,3.0739,196.75,1.781
LOT-2606,2026-09-21,C-002,SN260600322,A2,0,69.09,2.9576,205.91,2.221
LOT-2606,2026-09-21,C-002,SN260600322,A2,24,77.55,2.9568,206.5,2.335
LOT-2606,2026-09-21,C-003,SN260600323,A3,0,53.67,3.0602,199.19,3.215
LOT-2606,2026-09-21,C-003,SN260600323,A3,24,57.77,3.0388,199.82,3.611
LOT-2606,2026-09-21,C-004,SN260600324,A4,0,54.9,2.9869,206.22,2.913
LOT-2606,2026-09-21,C-004,SN260600324,A4,24,57.53,2.9745,207.61,3.09
LOT-2606,2026-09-21,C-005,SN260600325,A5,0,47.22,3.0131,199.17,3.289
LOT-2606,2026-09-21,C-005,SN260600325,A5,24,49.04,2.9945,199.32,3.429
LOT-2606,2026-09-21,C-006,SN260600326,A6,0,52.23,2.9942,209.46,2.352
LOT-2606,2026-09-21,C-006,SN260600326,A6,24,52.46,2.979,209.35,2.243
LOT-2606,2026-09-21,C-007,SN260600327,A7,0,61.95,3.0743,211.8,2.008
LOT-2606,2026-09-21,C-007,SN260600327,A7,24,64.72,3.0548,213.26,2.062
LOT-2606,2026-09-21,C-008,SN260600328,A8,0,44.55,3.0685,202.3,2.538
LOT-2606,2026-09-21,C-008,SN260600328,A8,24,50.63,3.058,201.42,2.718
LOT-2606,2026-09-21,C-009,SN260600329,B1,0,56.11,3.0535,208.75,2.624
LOT-2606,2026-09-21,C-009,SN260600329,B1,24,61.27,3.042,210.45,2.801
LOT-2606,2026-09-21,C-010,SN260600330,B2,0,31.55,2.9736,205.7,2.932
LOT-2606,2026-09-21,C-010,SN260600330,B2,24,31.62,2.9587,206.99,3.237
LOT-2606,2026-09-21,C-011,SN260600331,B3,0,62.52,2.8662,210.47,1.375
LOT-2606,2026-09-21,C-011,SN260600331,B3,24,65.33,2.8605,211.42,1.346
LOT-2606,2026-09-21,C-012,SN260600332,B4,0,50.11,3.0355,194.92,2.686
LOT-2606,2026-09-21,C-012,SN260600332,B4,24,54.84,3.0187,195.84,2.829
LOT-2606,2026-09-21,C-013,SN260600333,B5,0,167.08,3.0329,213.24,2.114
LOT-2606,2026-09-21,C-013,SN260600333,B5,24,256.04,3.0334,212.83,2.416
LOT-2606,2026-09-21,C-014,SN260600334,B6,0,45.26,2.8858,193.89,2.143
LOT-2606,2026-09-21,C-014,SN260600334,B6,24,46.04,2.8765,194.14,2.149
LOT-2606,2026-09-21,C-015,SN260600335,B7,0,34.18,2.9726,201.33,2.259
LOT-2606,2026-09-21,C-015,SN260600335,B7,24,35.68,2.9647,202.05,2.446
LOT-2606,2026-09-21,C-016,SN260600336,B8,0,36.86,3.0589,207.25,2.072
LOT-2606,2026-09-21,C-016,SN260600336,B8,24,39.32,3.0526,207.18,1.911
LOT-2606,2026-09-21,C-017,SN260600337,C1,0,42.17,3.169,204.21,2.591
LOT-2606,2026-09-21,C-017,SN260600337,C1,24,45.29,3.1592,205.17,2.702
LOT-2606,2026-09-21,C-018,SN260600338,C2,0,57.57,3.0957,199.36,2.085
LOT-2606,2026-09-21,C-018,SN260600338,C2,24,62.44,3.0757,199.8,2.456
LOT-2606,2026-09-21,C-019,SN260600339,C3,0,83.18,2.9787,206.9,2.644
LOT-2606,2026-09-21,C-019,SN260600339,C3,24,88.3,2.9596,206.88,2.887
LOT-2606,2026-09-21,C-020,SN260600340,C4,0,44.96,3.1793,204.27,2.932
LOT-2606,2026-09-21,C-020,SN260600340,C4,24,47.02,3.1577,204.36,3.129
LOT-2606,2026-09-21,C-021,SN260600341,C5,0,46.18,3.0122,204.57,2.874
LOT-2606,2026-09-21,C-021,SN260600341,C5,24,51.28,3.0124,205.0,3.122
LOT-2606,2026-09-21,C-022,SN260600342,C6,0,48.21,3.1163,201.08,2.518
LOT-2606,2026-09-21,C-022,SN260600342,C6,24,51.81,3.1085,202.46,2.737
LOT-2606,2026-09-21,C-023,SN260600343,C7,0,42.84,2.9439,210.41,1.945
LOT-2606,2026-09-21,C-023,SN260600343,C7,24,46.39,2.9375,212.35,2.233
LOT-2606,2026-09-21,C-024,SN260600344,C8,0,77.47,3.1669,203.75,3.072
LOT-2606,2026-09-21,C-024,SN260600344,C8,24,91.32,3.1425,206.85,3.341
LOT-2606,2026-09-21,C-025,SN260600345,D1,0,36.46,3.0406,205.31,3.507
LOT-2606,2026-09-21,C-025,SN260600345,D1,24,36.02,3.0151,205.71,3.807
LOT-2606,2026-09-21,C-026,SN260600346,D2,0,33.46,3.0933,209.28,2.006
LOT-2606,2026-09-21,C-026,SN260600346,D2,24,36.34,3.0909,210.68,2.002
LOT-2606,2026-09-21,C-027,SN260600347,D3,0,66.29,3.0513,207.85,1.822
LOT-2606,2026-09-21,C-027,SN260600347,D3,24,70.25,3.0382,208.41,1.982
LOT-2606,2026-09-21,C-028,SN260600348,D4,0,50.0,2.9931,205.99,3.27
LOT-2606,2026-09-21,C-028,SN260600348,D4,24,53.8,2.9742,207.11,3.504
LOT-2606,2026-09-21,C-029,SN260600349,D5,0,38.4,3.0488,211.78,1.793
LOT-2606,2026-09-21,C-029,SN260600349,D5,24,41.83,3.0431,212.93,1.9
LOT-2606,2026-09-21,C-030,SN260600350,D6,0,32.58,2.9912,201.89,2.231
LOT-2606,2026-09-21,C-030,SN260600350,D6,24,36.87,2.9917,202.28,2.335
LOT-2606,2026-09-21,C-031,SN260600351,D7,0,41.84,2.9906,214.39,2.861
LOT-2606,2026-09-21,C-031,SN260600351,D7,24,44.54,2.9768,215.49,2.921
LOT-2606,2026-09-21,C-032,SN260600352,D8,0,54.3,2.7567,202.07,2.772
LOT-2606,2026-09-21,C-032,SN260600352,D8,24,58.04,2.7524,203.57,2.833
LOT-2606,2026-09-21,C-033,SN260600353,E1,0,34.68,2.9489,200.96,2.198
LOT-2606,2026-09-21,C-033,SN260600353,E1,24,36.45,2.9415,201.69,2.195
LOT-2606,2026-09-21,C-034,SN260600354,E2,0,42.62,2.906,216.98,2.672
LOT-2606,2026-09-21,C-034,SN260600354,E2,24,44.99,2.8891,217.93,2.767
LOT-2606,2026-09-21,C-035,SN260600355,E3,0,42.58,3.0093,207.18,2.558
LOT-2606,2026-09-21,C-035,SN260600355,E3,24,44.83,3.0008,207.91,2.759
LOT-2606,2026-09-21,C-036,SN260600356,E4,0,43.33,3.0521,204.31,2.858
LOT-2606,2026-09-21,C-036,SN260600356,E4,24,50.24,3.0434,205.07,3.004
LOT-2606,2026-09-21,C-037,SN260600357,E5,0,56.18,3.0407,207.96,2.82
LOT-2606,2026-09-21,C-037,SN260600357,E5,24,56.82,3.031,208.46,2.992
LOT-2606,2026-09-21,C-038,SN260600358,E6,0,46.05,2.9703,202.2,2.036
LOT-2606,2026-09-21,C-038,SN260600358,E6,24,47.81,2.9566,202.39,1.996
LOT-2606,2026-09-21,C-039,SN260600359,E7,0,43.5,3.0877,209.26,2.743
LOT-2606,2026-09-21,C-039,SN260600359,E7,24,44.86,3.089,211.21,2.87
LOT-2606,2026-09-21,C-040,SN260600360,E8,0,40.25,3.1062,204.49,2.767
LOT-2606,2026-09-21,C-040,SN260600360,E8,24,40.79,3.107,204.65,2.943
LOT-2606,2026-09-21,C-041,SN260600361,F1,0,69.42,2.9658,211.31,1.797
LOT-2606,2026-09-21,C-041,SN260600361,F1,24,72.08,2.9466,210.04,2.127
LOT-2606,2026-09-21,C-042,SN260600362,F2,0,41.99,2.9543,197.41,2.403
LOT-2606,2026-09-21,C-042,SN260600362,F2,24,46.03,2.9505,198.51,2.693
LOT-2606,2026-09-21,C-043,SN260600363,F3,0,46.11,3.038,200.27,2.278
LOT-2606,2026-09-21,C-043,SN260600363,F3,24,48.93,3.0155,201.82,2.537
LOT-2606,2026-09-21,C-044,SN260600364,F4,0,37.46,2.9698,198.45,2.797
LOT-2606,2026-09-21,C-044,SN260600364,F4,24,36.55,2.9445,199.76,3.102
LOT-2606,2026-09-21,C-045,SN260600365,F5,0,38.31,2.9824,205.02,2.443
LOT-2606,2026-09-21,C-045,SN260600365,F5,24,39.75,2.977,204.08,2.678
LOT-2606,2026-09-21,C-046,SN260600366,F6,0,53.16,2.9504,204.83,3.032
LOT-2606,2026-09-21,C-046,SN260600366,F6,24,54.08,2.9382,205.83,3.127
LOT-2606,2026-09-21,C-047,SN260600367,F7,0,65.63,3.0237,202.63,2.196
LOT-2606,2026-09-21,C-047,SN260600367,F7,24,70.33,3.0148,204.06,2.233
LOT-2606,2026-09-21,C-048,SN260600368,F8,0,40.67,2.9979,207.88,2.517
LOT-2606,2026-09-21,C-048,SN260600368,F8,24,44.41,2.9863,209.29,2.621
LOT-2606,2026-09-21,C-049,SN260600369,G1,0,50.42,2.9386,204.77,1.949
LOT-2606,2026-09-21,C-049,SN260600369,G1,24,52.36,2.9227,206.35,2.051
LOT-2606,2026-09-21,C-050,SN260600370,G2,0,36.47,2.9694,200.74,2.493
LOT-2606,2026-09-21,C-050,SN260600370,G2,24,37.15,2.9571,202.05,2.849
LOT-2606,2026-09-21,C-051,SN260600371,G3,0,40.83,2.9625,199.77,2.541
LOT-2606,2026-09-21,C-051,SN260600371,G3,24,42.93,2.9487,201.32,2.686
LOT-2606,2026-09-21,C-052,SN260600372,G4,0,42.88,3.1449,200.32,2.646
LOT-2606,2026-09-21,C-052,SN260600372,G4,24,46.34,3.1339,200.79,2.695
LOT-2606,2026-09-21,C-053,SN260600373,G5,0,29.91,3.0868,213.38,2.15
LOT-2606,2026-09-21,C-053,SN260600373,G5,24,32.29,3.0689,216.09,2.236
LOT-2606,2026-09-21,C-054,SN260600374,G6,0,57.86,3.1756,212.86,4.814
LOT-2606,2026-09-21,C-054,SN260600374,G6,24,64.96,3.1547,213.45,4.374
LOT-2606,2026-09-21,C-055,SN260600375,G7,0,45.89,2.9392,206.78,2.395
LOT-2606,2026-09-21,C-055,SN260600375,G7,24,47.49,2.9323,207.56,2.74
LOT-2606,2026-09-21,C-056,SN260600376,G8,0,49.5,2.8957,208.71,2.991
LOT-2606,2026-09-21,C-056,SN260600376,G8,24,54.79,2.8943,209.92,3.217
LOT-2606,2026-09-21,C-057,SN260600377,H1,0,38.22,3.0024,210.11,1.7
LOT-2606,2026-09-21,C-057,SN260600377,H1,24,40.68,2.9904,211.88,1.631
LOT-2606,2026-09-21,C-058,SN260600378,H2,0,48.9,3.0482,201.54,1.76
LOT-2606,2026-09-21,C-058,SN260600378,H2,24,53.05,3.0388,202.9,1.837
LOT-2606,2026-09-21,C-059,SN260600379,H3,0,35.38,2.8821,207.56,2.275
LOT-2606,2026-09-21,C-059,SN260600379,H3,24,41.01,2.8592,209.41,2.353
LOT-2606,2026-09-21,C-060,SN260600380,H4,0,52.56,2.9347,210.99,2.343
LOT-2606,2026-09-21,C-060,SN260600380,H4,24,56.6,2.9314,211.47,2.597
LOT-2606,2026-09-21,C-061,SN260600381,H5,0,36.31,2.8918,211.04,2.508
LOT-2606,2026-09-21,C-061,SN260600381,H5,24,38.14,2.888,212.0,2.69
LOT-2606,2026-09-21,C-062,SN260600382,H6,0,52.03,2.9848,211.64,1.898
LOT-2606,2026-09-21,C-062,SN260600382,H6,24,51.92,2.865,212.64,1.919
LOT-2606,2026-09-21,C-063,SN260600383,H7,0,37.79,3.1056,206.52,4.253
LOT-2606,2026-09-21,C-063,SN260600383,H7,24,41.1,2.9878,207.64,4.684
LOT-2606,2026-09-21,C-064,SN260600384,H8,0,144.33,3.0789,201.8,1.831
LOT-2606,2026-09-21,C-064,SN260600384,H8,24,200.81,3.0553,203.76,1.858
